0.201465,0.0805861,0.125763,0.0989011,0.245421,0.205128,0.199023,0.236874,0.173382,0.26862,0.0769231,0.304029,
0.202686,0.0818071,0.124542,0.0989011,0.2442,0.205128,0.202686,0.240537,0.17094,0.26862,0.0769231,0.308913,
0.201465,0.0830281,0.124542,0.100122,0.240537,0.203907,0.199023,0.240537,0.172161,0.269841,0.0769231,0.312576,
0.201465,0.0793651,0.123321,0.0989011,0.238095,0.202686,0.200244,0.238095,0.175824,0.271062,0.0757021,0.319902,
0.203907,0.0805861,0.125763,0.0989011,0.239316,0.200244,0.199023,0.233211,0.178266,0.271062,0.0769231,0.323565,
0.20757,0.0830281,0.123321,0.102564,0.238095,0.196581,0.200244,0.235653,0.180708,0.269841,0.0769231,0.324786,
0.206349,0.0805861,0.123321,0.100122,0.240537,0.19536,0.200244,0.23199,0.179487,0.266178,0.0781441,0.326007,
0.205128,0.0805861,0.1221,0.101343,0.234432,0.199023,0.197802,0.236874,0.177045,0.263736,0.0769231,0.322344,
0.200244,0.0805861,0.1221,0.100122,0.23199,0.197802,0.19536,0.23199,0.175824,0.257631,0.0781441,0.316239,
0.199023,0.0805861,0.119658,0.100122,0.229548,0.196581,0.192918,0.23199,0.173382,0.255189,0.0769231,0.313797,
0.200244,0.0793651,0.120879,0.0989011,0.230769,0.192918,0.19536,0.236874,0.17094,0.25641,0.0769231,0.310134,
0.200244,0.0793651,0.1221,0.100122,0.223443,0.191697,0.197802,0.235653,0.172161,0.25641,0.0769231,0.30525,
0.202686,0.0805861,0.120879,0.0989011,0.222222,0.194139,0.192918,0.234432,0.175824,0.258852,0.0781441,0.306471,
0.202686,0.0805861,0.120879,0.0976801,0.21978,0.201465,0.192918,0.230769,0.178266,0.262515,0.0769231,0.307692,
0.205128,0.0793651,0.120879,0.0976801,0.216117,0.200244,0.203907,0.225885,0.179487,0.260073,0.0769231,0.308913,
0.201465,0.0781441,0.120879,0.0964591,0.212454,0.197802,0.213675,0.222222,0.178266,0.255189,0.0769231,0.30525,
0.200244,0.0793651,0.120879,0.0952381,0.210012,0.19536,0.221001,0.218559,0.175824,0.255189,0.0781441,0.300366,
0.196581,0.0793651,0.1221,0.0952381,0.208791,0.194139,0.217338,0.214896,0.174603,0.258852,0.0769231,0.300366,
0.197802,0.0781441,0.1221,0.0940171,0.205128,0.189255,0.216117,0.210012,0.179487,0.257631,0.0781441,0.301587,
0.199023,0.0805861,0.123321,0.0964591,0.202686,0.186813,0.217338,0.205128,0.181929,0.253968,0.0769231,0.304029,
0.201465,0.0805861,0.123321,0.0989011,0.200244,0.184371,0.214896,0.205128,0.184371,0.257631,0.0769231,0.308913,
0.203907,0.0805861,0.125763,0.102564,0.202686,0.18315,0.212454,0.201465,0.184371,0.25641,0.0781441,0.313797,
0.203907,0.0805861,0.124542,0.100122,0.200244,0.181929,0.211233,0.199023,0.18315,0.262515,0.0781441,0.310134,
0.201465,0.0793651,0.124542,0.0989011,0.205128,0.186813,0.20757,0.191697,0.180708,0.262515,0.0793651,0.30525,
0.197802,0.0781441,0.125763,0.0976801,0.212454,0.194139,0.205128,0.19536,0.178266,0.258852,0.0793651,0.30525,
0.199023,0.0793651,0.123321,0.0989011,0.217338,0.196581,0.200244,0.192918,0.177045,0.255189,0.0781441,0.306471,
0.199023,0.0805861,0.123321,0.0976801,0.221001,0.199023,0.201465,0.191697,0.178266,0.25641,0.0769231,0.308913,
0.200244,0.0793651,0.123321,0.0964591,0.218559,0.213675,0.197802,0.186813,0.180708,0.260073,0.0781441,0.313797,
0.202686,0.0805861,0.124542,0.0964591,0.221001,0.212454,0.196581,0.186813,0.180708,0.258852,0.0781441,0.310134,
0.203907,0.0781441,0.124542,0.0952381,0.228327,0.210012,0.191697,0.18315,0.179487,0.25641,0.0781441,0.30525,
0.206349,0.0769231,0.125763,0.0989011,0.233211,0.210012,0.190476,0.179487,0.179487,0.255189,0.0781441,0.302808,
0.202686,0.0769231,0.130647,0.0976801,0.239316,0.206349,0.189255,0.177045,0.175824,0.258852,0.0781441,0.297924,
0.201465,0.0769231,0.126984,0.0940171,0.2442,0.203907,0.188034,0.173382,0.174603,0.260073,0.0781441,0.297924,
0.199023,0.0805861,0.125763,0.0940171,0.247863,0.199023,0.186813,0.17094,0.174603,0.261294,0.0781441,0.302808,
0.202686,0.0805861,0.126984,0.100122,0.239316,0.202686,0.189255,0.169719,0.177045,0.258852,0.0793651,0.308913,
0.203907,0.0793651,0.126984,0.0976801,0.239316,0.20757,0.185592,0.17094,0.178266,0.260073,0.0781441,0.319902,
0.20757,0.0793651,0.126984,0.0989011,0.242979,0.210012,0.184371,0.169719,0.180708,0.260073,0.0781441,0.330891,
0.208791,0.0793651,0.125763,0.0989011,0.247863,0.212454,0.18315,0.173382,0.18315,0.25641,0.0781441,0.335775,
0.210012,0.0793651,0.125763,0.101343,0.260073,0.211233,0.180708,0.191697,0.18315,0.253968,0.0781441,0.335775,
0.20757,0.0805861,0.125763,0.0989011,0.278388,0.212454,0.180708,0.20757,0.181929,0.252747,0.0781441,0.333333,
0.205128,0.0781441,0.124542,0.100122,0.295482,0.214896,0.178266,0.213675,0.180708,0.250305,0.0793651,0.328449,
